Pid,is_helpful,rating,Actual Response,Review Number,Cost per review,Time Taken,amazon_page,Review text,Rephrased Snippets,aspect,QA_Content,Accept,Processed_QA_Content,id,accept_choice1,accept1,annotator,annotation_id,created_at,updated_at,lead_time,Model_choice,compare
534b7985-8cba-11ed-a7ba-930ee103a0a2,0,5,"{""feature"":""portability of project-folders"", ""actual_sentence_extracted"":""I will be using them for wall art photos as a DIY frame."", ""rephrased_it(without experience & observation)"":""The user plans to use these project pockets for wall art photos as a DIY frame."", ""sentiment"":""positive""}",2,0,1.660662412643433,https://amazon.com/dp/B07R51DPRZ,"These plastic project pockets are made of high-quality PP plastic, which makes them more durable, tear-resistant, and moisture-proof to effectively protect your important documents and pictures.

They can be opened both from the top and the side easily.

I will be using them for wall art photos as a DIY frame.","{'feature': 'portability of project-folders', 'actual_sentence_extracted': 'I will be using them for wall art photos as a DIY frame.', 'rephrased_it(without experience & observation)': 'The user plans to use these project pockets for wall art photos as a DIY frame.', 'sentiment': 'positive'}",portability,The user plans to use these project pockets for wall art photos as a DIY frame.,,I plan to use these project pockets for wall art photos as a DIY frame.,490633,NO,I plan to use these project pockets for wall art photos as a DIY frame.,30,400677,2024-06-05T09:44:26.600005Z,2024-06-05T09:44:26.600056Z,7.27,NO,same
534b7985-8cba-11ed-a7ba-930ee103a0a2,0,5,"""{'feature': 'organization of project-folders', 'actual_sentence_extracted': 'The circle tab feature allows me to grab the documents quickly.', 'rephrased_it(without experience & observation)': 'The user mentioned that the circle tab feature helps him to grab the documents quickly.', 'sentiment': 'positive'}""",6,0,1.687444925308228,https://amazon.com/dp/B07R51DPRZ,"""As a business owner who writes resumes, I use clear plastic folders to hold client work.

I saw these folders and thought I would try them.

They are heavyweight and wide enough to easily fit my client documents, ranging from 5 to 25 pages.

The plastic is clear, so I can see exactly which clients documents I am working with, and the circle tab feature allows me to grab the documents quickly.

The quality of the plastic folder is great, so they dont tear, no matter how many times I use them.","{'feature': 'organization of project-folders', 'actual_sentence_extracted': 'The circle tab feature allows me to grab the documents quickly.', 'rephrased_it(without experience & observation)': 'The user mentioned that the circle tab feature helps him to grab the documents quickly.', 'sentiment': 'positive'}",organization,The user mentioned that the circle tab feature helps him to grab the documents quickly.,,The circle tab feature helps me grab documents quickly.,490632,NO,The circle tab feature helps me grab documents quickly.,30,400678,2024-06-05T09:44:34.162484Z,2024-06-05T09:44:34.162536Z,5.923,YES,different
534b7985-8cba-11ed-a7ba-930ee103a0a2,0,5,"{""feature"":""durability of project-folders"", ""actual_sentence_extracted"":""The quality of the plastic folder is great, so they dont tear, no matter how many times I use them."", ""rephrased_it(without experience & observation)"":""The user mentioned that the quality of the plastic folder is great and it does not tear even after using it multiple times."", ""sentiment"":""positive""}",6,0,2.045865058898926,https://amazon.com/dp/B07R51DPRZ,"The quality of the plastic folder is great, so they dont tear, no matter how many times I use them.

The seams are reinforced, so my documents do not fall out.

My only complaint is that they are a little longer than I expected.

I am not used to the A4 size.

Being in the U.S., I typically purchase letter-size plastic folders.

I loved the number of folders I got for the price, so I will buy them again.""","{'feature': 'durability of project-folders', 'actual_sentence_extracted': 'The quality of the plastic folder is great, so they dont tear, no matter how many times I use them.', 'rephrased_it(without experience & observation)': 'The user mentioned that the quality of the plastic folder is great and it does not tear even after using it multiple times.', 'sentiment': 'positive'}",durability,The user mentioned that the quality of the plastic folder is great and it does not tear even after using it multiple times.,,The plastic folder I use has great quality and does not tear even after multiple uses.,490631,YES,The plastic folder I use has great quality and does not tear even after multiple uses.,30,400679,2024-06-05T09:44:40.374102Z,2024-06-05T09:44:40.374155Z,4.376,YES,same
534b7985-8cba-11ed-a7ba-930ee103a0a2,0,5,"{""feature"":""durability of project-folders"", ""actual_sentence_extracted"":""These files are so durable and light."", ""rephrased_it(without experience & observation)"":""The user mentioned that the files are durable and light."", ""sentiment"":""positive""}",5,0,1.411746740341187,https://amazon.com/dp/B07R51DPRZ,"These files are so durable and light.

I have a lot of notes and worksheets to carry with me everywhere in grad school.

There help me stay organized and carry everything I need in a compact and light way.

So glad I got them!

They are a much more sophisticated version of manilla folders.","{'feature': 'durability of project-folders', 'actual_sentence_extracted': 'These files are so durable and light.', 'rephrased_it(without experience & observation)': 'The user mentioned that the files are durable and light.', 'sentiment': 'positive'}",durability,The user mentioned that the files are durable and light.,,The files I have are durable and light.,490630,NO,The files I have are durable and light.,30,400680,2024-06-05T09:44:45.534875Z,2024-06-05T09:44:45.534926Z,3.579,YES,different
534b7985-8cba-11ed-a7ba-930ee103a0a2,0,5,"{""feature"":""durability of project-folders"", ""actual_sentence_extracted"":""These plastic project pockets are made of high-quality PP plastic, which makes them more durable, tear-resistant, and moisture-proof to effectively protect your important documents and pictures."", ""rephrased_it(without experience & observation)"":""The user mentioned that the plastic project pockets are made of high-quality PP plastic, which makes them more durable, tear-resistant, and moisture-proof to effectively protect important documents and pictures."", ""sentiment"":""positive""}",2,0,2.471213817596436,https://amazon.com/dp/B07R51DPRZ,"These plastic project pockets are made of high-quality PP plastic, which makes them more durable, tear-resistant, and moisture-proof to effectively protect your important documents and pictures.

They can be opened both from the top and the side easily.

I will be using them for wall art photos as a DIY frame.","{'feature': 'durability of project-folders', 'actual_sentence_extracted': 'These plastic project pockets are made of high-quality PP plastic, which makes them more durable, tear-resistant, and moisture-proof to effectively protect your important documents and pictures.', 'rephrased_it(without experience & observation)': 'The user mentioned that the plastic project pockets are made of high-quality PP plastic, which makes them more durable, tear-resistant, and moisture-proof to effectively protect important documents and pictures.', 'sentiment': 'positive'}",durability,"The user mentioned that the plastic project pockets are made of high-quality PP plastic, which makes them more durable, tear-resistant, and moisture-proof to effectively protect important documents and pictures.",,"The plastic project pockets are made of high-quality PP plastic, making them more durable, tear-resistant, and moisture-proof to effectively protect important documents and pictures.",490629,Ignore,"The plastic project pockets are made of high-quality PP plastic, making them more durable, tear-resistant, and moisture-proof to effectively protect important documents and pictures.",30,400681,2024-06-05T09:44:52.946265Z,2024-06-05T09:44:52.946316Z,5.75,YES,different
534b7985-8cba-11ed-a7ba-930ee103a0a2,3,4,"{""feature"":""durability of project-folders"", ""actual_sentence_extracted"": ""I had not an issue with any of the sheerness and durability of these clear pockets"", ""rephrased_it(without experience & observation)"":""The user has mentioned that he has not faced any issue with the sheerness and durability of these clear pockets."", ""sentiment"":""positive""}",1,0,2.000181674957275,https://amazon.com/dp/B07R51DPRZ,"""I had not an issue with any of the sheerness and durability of these clear pockets. They are kind of like envelopes, without the flap. I use them to store my cutting dies in.  Since they are both wider and taller than the magnetic sheets I had also ordered through Amazon, it works out perfectly for my storage bin system.  I have bins and now sheer pockets to store by season/holiday and even everyday dies and stamps. This has worked out a lot better than using binders where I cant see and then having to open envelopes all the time. The dies stay in place on the magnetic sheets - both sides and adhering the magnetic sheets to the cardstock helps create a nice magnetic two - sided sheet that fits well in these pockets.  I havent had an issue with the pockets coming apart and they didnt arrive that way either. All have well welded seams.  As for sturdiness, they are sheer envelopes and are not stiff. Soft plastic of some sort. I only just started using them and I may have to change or add to the review later. To see if they are still holding up. For now they are doing a great job.  However, if you are wanting something more stiff - these pockets are not stiff.""","{'feature': 'durability of project-folders', 'actual_sentence_extracted': 'I had not an issue with any of the sheerness and durability of these clear pockets', 'rephrased_it(without experience & observation)': 'The user has mentioned that he has not faced any issue with the sheerness and durability of these clear pockets.', 'sentiment': 'positive'}",durability,The user has mentioned that he has not faced any issue with the sheerness and durability of these clear pockets.,,I have not faced any issue with the sheerness and durability of these clear pockets.,490628,YES,I have not faced any issue with the sheerness and durability of these clear pockets.,30,400682,2024-06-05T09:44:58.871785Z,2024-06-05T09:44:58.871857Z,4.356,YES,same
534b7985-8cba-11ed-a7ba-930ee103a0a2,0,5,"{""feature"":""capacity of project-folders"", ""actual_sentence_extracted"":""They are heavyweight and wide enough to easily fit my client documents, ranging from 5 to 25 pages."", ""rephrased_it(without experience & observation)"":""The user mentioned that the folders are wide enough to hold client documents ranging from 5 to 25 pages."", ""sentiment"":""positive""}",6,0,1.920495271682739,https://amazon.com/dp/B07R51DPRZ,"""As a business owner who writes resumes, I use clear plastic folders to hold client work.

I saw these folders and thought I would try them.

They are heavyweight and wide enough to easily fit my client documents, ranging from 5 to 25 pages.

The plastic is clear, so I can see exactly which clients documents I am working with, and the circle tab feature allows me to grab the documents quickly.

The quality of the plastic folder is great, so they dont tear, no matter how many times I use them.","{'feature': 'capacity of project-folders', 'actual_sentence_extracted': 'They are heavyweight and wide enough to easily fit my client documents, ranging from 5 to 25 pages.', 'rephrased_it(without experience & observation)': 'The user mentioned that the folders are wide enough to hold client documents ranging from 5 to 25 pages.', 'sentiment': 'positive'}",capacity,The user mentioned that the folders are wide enough to hold client documents ranging from 5 to 25 pages.,,The folders can hold client documents ranging from 5 to 25 pages.,490627,YES,The folders can hold client documents ranging from 5 to 25 pages.,30,400683,2024-06-05T09:45:06.927484Z,2024-06-05T09:45:06.927536Z,6.471,YES,same
a068b40a-bc14-11ed-a7ba-930ee103a0a2,0,5,"""{'feature': 'portability of project-folders', 'actual_sentence_extracted': 'The plastic is thick enough to be sturdy but thin enough to not be heavy or bulky', 'rephrased_it(without experience & observation)': 'The user mentioned that the plastic of the project folders is thick enough to be sturdy but thin enough to not be heavy or bulky, making it easy to carry around.', 'sentiment': 'positive'}""",2,0,2.312069177627563,https://amazon.com/dp/B00XJU2416,"Love the colors! Great quality. These will last me a long time., ""UPDATE: I have used these for 4 semesters! I shove them full with tons of stuff and they go through some turbulence in my backpack when Im walking to classes and when I toss the bag it in my car. The plastic is thick enough to be sturdy but thin enough to not be heavy or bulky. The plastic is very strong and flexible, instead of folding and creasing when bent, the plastic curves and allows for movement without damage. The colors also still look great!! Blue masking tape stays on really well for labeling, but also removes cleanly!"", Edit 2: I’ve now used these for almost 4 years straight for each fall and spring semester. They are still awesome! Really happy with this purchase!","{'feature': 'portability of project-folders', 'actual_sentence_extracted': 'The plastic is thick enough to be sturdy but thin enough to not be heavy or bulky', 'rephrased_it(without experience & observation)': 'The user mentioned that the plastic of the project folders is thick enough to be sturdy but thin enough to not be heavy or bulky, making it easy to carry around.', 'sentiment': 'positive'}",portability,"The user mentioned that the plastic of the project folders is thick enough to be sturdy but thin enough to not be heavy or bulky, making it easy to carry around.",,"The plastic of our project folders is sturdy yet lightweight, making them easy to carry around.",490626,YES,"The plastic of our project folders is sturdy yet lightweight, making them easy to carry around.",30,400684,2024-06-05T09:45:25.590134Z,2024-06-05T09:45:25.590186Z,16.957,YES,same
a068b40a-bc14-11ed-a7ba-930ee103a0a2,6,5,"{""feature"":""durability of project-folders"", ""actual_sentence_extracted"":""My daughters teacher had specifically requested 2 Pocket PLASTIC folders in SPECIFIC colors."", ""rephrased_it(without experience & observation)"":""The user's daughter's teacher requested specific 2 Pocket PLASTIC folders in specific colors."", ""sentiment"":""positive""}",5,0,1.792888164520264,https://amazon.com/dp/B00XJU2416,"How many times have you gone out to get the New School Year Supplies, only to find that the stores are all out of a few things that you specifically need on there?  

It happens to a lot of us, and that is when I turned to Amazon!  

My daughters teacher had specifically requested 2 Pocket PLASTIC folders in SPECIFIC colors.  

Thankfully this find on amazon came to the rescue.","{'feature': 'durability of project-folders', 'actual_sentence_extracted': 'My daughters teacher had specifically requested 2 Pocket PLASTIC folders in SPECIFIC colors.', 'rephrased_it(without experience & observation)': ""The user's daughter's teacher requested specific 2 Pocket PLASTIC folders in specific colors."", 'sentiment': 'positive'}",durability,The user's daughter's teacher requested specific 2 Pocket PLASTIC folders in specific colors.,,My daughter's teacher requested specific 2 Pocket PLASTIC folders in specific colors.,490625,NO,My daughter's teacher requested specific 2 Pocket PLASTIC folders in specific colors.,30,400685,2024-06-05T09:45:33.443904Z,2024-06-05T09:45:33.443959Z,5.986,NO,same
a068b40a-bc14-11ed-a7ba-930ee103a0a2,0,5,"{""feature"":""durability of project-folders"", ""actual_sentence_extracted"": ""I’ve now used these for almost 4 years straight for each fall and spring semester. They are still awesome!"", ""rephrased_it(without experience & observation)"":""The user has mentioned that he has used these project-folders for almost 4 years straight for each fall and spring semester and they are still awesome."", ""sentiment"":""positive""}",4,0,2.282554864883423,https://amazon.com/dp/B00XJU2416,"Love the colors! Great quality. These will last me a long time., ""UPDATE: I have used these for 4 semesters! I shove them full with tons of stuff and they go through some turbulence in my backpack when Im walking to classes and when I toss the bag it in my car. The plastic is thick enough to be sturdy but thin enough to not be heavy or bulky. The plastic is very strong and flexible, instead of folding and creasing when bent, the plastic curves and allows for movement without damage. The colors also still look great!! Blue masking tape stays on really well for labeling, but also removes cleanly!"", Edit 2: I’ve now used these for almost 4 years straight for each fall and spring semester. They are still awesome! Really happy with this purchase!","{'feature': 'durability of project-folders', 'actual_sentence_extracted': 'I’ve now used these for almost 4 years straight for each fall and spring semester. They are still awesome!', 'rephrased_it(without experience & observation)': 'The user has mentioned that he has used these project-folders for almost 4 years straight for each fall and spring semester and they are still awesome.', 'sentiment': 'positive'}",durability,The user has mentioned that he has used these project-folders for almost 4 years straight for each fall and spring semester and they are still awesome.,,I have used these project-folders for almost 4 years straight for each fall and spring semester and they are still awesome.,490624,YES,I have used these project-folders for almost 4 years straight for each fall and spring semester and they are still awesome.,30,400686,2024-06-05T09:45:42.236750Z,2024-06-05T09:45:42.236808Z,7.183,YES,same
a068b40a-bc14-11ed-a7ba-930ee103a0a2,3,4,"""{'feature': 'durability of project-folders', 'actual_sentence_extracted': 'I think these are nice and thinck and very durable. They dont seem like they will rip and they dont stain like paper does.', 'rephrased_it(without experience & observation)': 'The user has commented that these project folders are nice, thick and very durable. They do not seem to rip easily and do not stain like paper. ', 'sentiment': 'positive'}""",3,0,2.472958564758301,https://amazon.com/dp/B00XJU2416,"""I got these for my kids school, it was one of the supplies for class. I think these are nice and thinck and very durable. They dont seem like they will rip and they dont stain like paper does. The pockets are solid and keep stuff held down. I hate when pockets are flimsy and things fall out. Not these! I agree with other reviewers that the colors are off, though. The red was more of a pink and the green I got looked a lot different. But I kind of expected that based on reviewers comments."", I think these are great for the price. I checked out cheaper version at Target and drugstores and they were fine too, but these seemed to be a bit thicker/sturider so I was happy with my purchase. Enjoy! Happy back to school!","{'feature': 'durability of project-folders', 'actual_sentence_extracted': 'I think these are nice and thinck and very durable. They dont seem like they will rip and they dont stain like paper does.', 'rephrased_it(without experience & observation)': 'The user has commented that these project folders are nice, thick and very durable. They do not seem to rip easily and do not stain like paper. ', 'sentiment': 'positive'}",durability,"The user has commented that these project folders are nice, thick and very durable. They do not seem to rip easily and do not stain like paper. ",,"These project folders are very durable, thick, and do not rip or stain easily.",490623,YES,"These project folders are very durable, thick, and do not rip or stain easily.",30,400687,2024-06-05T09:45:48.849414Z,2024-06-05T09:45:48.849466Z,4.927,YES,same
a068b40a-bc14-11ed-a7ba-930ee103a0a2,0,5,"{""feature"":""durability of project-folders"", ""actual_sentence_extracted"":""I didnt realize when I ordered these JAM Paper folders that they are plastic and very durable."", ""rephrased_it(without experience & observation)"":""The user was surprised to find that the JAM Paper folders are made of plastic and are very durable."", ""sentiment"":""positive""}",2,0,1.855231761932373,https://amazon.com/dp/B00XJU2416,"""I didnt realize when I ordered these JAM Paper folders that they are plastic and very durable.  

I love them.  

I keep my travel information in them and carry one with me on trips to hold all pertinent travel information.  

They dont get crumpled when I carry them like paper folders do.""","{'feature': 'durability of project-folders', 'actual_sentence_extracted': 'I didnt realize when I ordered these JAM Paper folders that they are plastic and very durable.', 'rephrased_it(without experience & observation)': 'The user was surprised to find that the JAM Paper folders are made of plastic and are very durable.', 'sentiment': 'positive'}",durability,The user was surprised to find that the JAM Paper folders are made of plastic and are very durable.,,I was surprised to find that JAM Paper folders are made of plastic and very durable.,490622,YES,I was surprised to find that JAM Paper folders are made of plastic and very durable.,30,400688,2024-06-05T09:46:02.441406Z,2024-06-05T09:46:02.441459Z,11.725,YES,same
a068b40a-bc14-11ed-a7ba-930ee103a0a2,2,3,"""{'feature': 'durability of project-folders', 'actual_sentence_extracted': 'Unfortunately one has already had some cracking and pieces of the corner have broken off. This folder had been in my backpack for about a month next to my laptop so it did see a fair amount of action but I was hoping for a bit more durability.', 'rephrased_it(without experience & observation)': 'The user has complained that the folder has already had some cracking and pieces of the corner have broken off after being used for a month. The user was hoping for a bit more durability.', 'sentiment': 'negative'}""",1,0,3.073434352874756,https://amazon.com/dp/B00XJU2416,I love Jam paper products and am so happy that I can easily order them with Amazon Prime.  These colored plastic folders are a good alternative to paper if you want something that’s sort of waterproof (at least better than a paper folder).  The colors are bold and vibrant and completely opaque.  Unfortunately one has already had some cracking and pieces of the corner have broken off.  This folder had been in my backpack for about a month next to my laptop so it did see a fair amount of action but I was hoping for a bit more durability.  My previous paper folder lasted several years with some signs of wear and tear on the corners but it never had a piece rip off.  The jagged edges are kind of sharp and it doesn’t look professional anymore so I’ll have to replace it with one of the other colors.,"{'feature': 'durability of project-folders', 'actual_sentence_extracted': 'Unfortunately one has already had some cracking and pieces of the corner have broken off. This folder had been in my backpack for about a month next to my laptop so it did see a fair amount of action but I was hoping for a bit more durability.', 'rephrased_it(without experience & observation)': 'The user has complained that the folder has already had some cracking and pieces of the corner have broken off after being used for a month. The user was hoping for a bit more durability.', 'sentiment': 'negative'}",durability,The user has complained that the folder has already had some cracking and pieces of the corner have broken off after being used for a month. The user was hoping for a bit more durability.,,"After a month of use, I noticed that the folder has already started cracking and pieces of the corner have broken off. I was hoping for more durability.",490621,YES,"After a month of use, I noticed that the folder has already started cracking and pieces of the corner have broken off. I was hoping for more durability.",30,400689,2024-06-05T09:46:10.835500Z,2024-06-05T09:46:10.835556Z,6.883,NO,different
a068b40a-bc14-11ed-a7ba-930ee103a0a2,0,5,"""{'feature': 'capacity of project-folders', 'actual_sentence_extracted': 'I shove them full with tons of stuff and they go through some turbulence in my backpack when Im walking to classes and when I toss the bag it in my car', 'rephrased_it(without experience & observation)': 'The user mentioned that he fills these project folders with tons of stuff and they go through some turbulence in his backpack when he walks to classes and when he tosses the bag in his car.', 'sentiment': 'positive'}""",1,0,2.710464715957642,https://amazon.com/dp/B00XJU2416,"Love the colors! Great quality. These will last me a long time., ""UPDATE: I have used these for 4 semesters! I shove them full with tons of stuff and they go through some turbulence in my backpack when Im walking to classes and when I toss the bag it in my car. The plastic is thick enough to be sturdy but thin enough to not be heavy or bulky. The plastic is very strong and flexible, instead of folding and creasing when bent, the plastic curves and allows for movement without damage. The colors also still look great!! Blue masking tape stays on really well for labeling, but also removes cleanly!"", Edit 2: I’ve now used these for almost 4 years straight for each fall and spring semester. They are still awesome! Really happy with this purchase!","{'feature': 'capacity of project-folders', 'actual_sentence_extracted': 'I shove them full with tons of stuff and they go through some turbulence in my backpack when Im walking to classes and when I toss the bag it in my car', 'rephrased_it(without experience & observation)': 'The user mentioned that he fills these project folders with tons of stuff and they go through some turbulence in his backpack when he walks to classes and when he tosses the bag in his car.', 'sentiment': 'positive'}",capacity,The user mentioned that he fills these project folders with tons of stuff and they go through some turbulence in his backpack when he walks to classes and when he tosses the bag in his car.,,I fill these project folders with tons of stuff and they go through some turbulence in my backpack when I walk to classes and when I toss the bag in my car.,490620,YES,I fill these project folders with tons of stuff and they go through some turbulence in my backpack when I walk to classes and when I toss the bag in my car.,30,400695,2024-06-05T09:47:10.412821Z,2024-06-05T09:47:10.412872Z,6.862,YES,same
489974c4-bc48-11ed-a7ba-930ee103a0a2,4,5,"{""feature"":""portability of project-folders"", ""actual_sentence_extracted"":""Its great for what it is though"", ""rephrased_it(without experience & observation)"":""The user mentioned that the product is great for what it is."", ""sentiment"":""positive""}",6,0,1.492447137832642,https://amazon.com/dp/B08WPZY67V,"This was perfect for what I was looking for.  

There are 8 transparent sheets inside and a pocket on the front and back inside cover.  

A little expensive, but it seems to be good sturdy quality.

, I just wish there were different color options and a version with a few more pages would be nice., ""Its great for what it is though.""","{'feature': 'portability of project-folders', 'actual_sentence_extracted': 'Its great for what it is though', 'rephrased_it(without experience & observation)': 'The user mentioned that the product is great for what it is.', 'sentiment': 'positive'}",portability,The user mentioned that the product is great for what it is.,,"For what it is, the product is great.",490619,NO,"For what it is, the product is great.",30,400696,2024-06-05T09:47:15.430579Z,2024-06-05T09:47:15.430632Z,2.848,NO,same
489974c4-bc48-11ed-a7ba-930ee103a0a2,0,5,"{""feature"":""organization of project-folders"", ""actual_sentence_extracted"":""The interior pockets are easy to quickly put papers into. This is a very handy way of organizing subjects or topics. Plus it’s very easy to see what you are looking for with the clear dividers."", ""rephrased_it(without experience & observation)"":""The user mentioned that the interior pockets are easy to use and it is a handy way to organize subjects or topics. The clear dividers make it easy to find what you are looking for."", ""sentiment"":""positive""}",5,0,2.657908916473389,https://amazon.com/dp/B08WPZY67V,"The interior pockets are easy to quickly put papers into.

This is a very handy way of organizing subjects or topics.

Plus it’s very easy to see what you are looking for with the clear dividers.

It has a very professional look to it so this could easily be used at work or school.","{'feature': 'organization of project-folders', 'actual_sentence_extracted': 'The interior pockets are easy to quickly put papers into. This is a very handy way of organizing subjects or topics. Plus it’s very easy to see what you are looking for with the clear dividers.', 'rephrased_it(without experience & observation)': 'The user mentioned that the interior pockets are easy to use and it is a handy way to organize subjects or topics. The clear dividers make it easy to find what you are looking for.', 'sentiment': 'positive'}",organization,The user mentioned that the interior pockets are easy to use and it is a handy way to organize subjects or topics. The clear dividers make it easy to find what you are looking for.,,The interior pockets are easy to use and a handy way to organize subjects or topics. The clear dividers make it easy to find what I am looking for.,490618,YES,The interior pockets are easy to use and a handy way to organize subjects or topics. The clear dividers make it easy to find what I am looking for.,30,400697,2024-06-05T09:47:21.674262Z,2024-06-05T09:47:21.674314Z,4.146,YES,same
489974c4-bc48-11ed-a7ba-930ee103a0a2,0,5,"{""feature"":""organization of project-folders"", ""actual_sentence_extracted"":""This is great for keeping papers organized that you need to go back to for info, and its also sturdier than most flimsy plastic or cardboard folders, as well."", ""rephrased_it(without experience & observation)"":""The user mentioned that this product is great for keeping papers organized that you need to go back to for information, and it is sturdier than most flimsy plastic or cardboard folders."", ""sentiment"":""positive""}",2,0,2.55217170715332,https://amazon.com/dp/B08WPZY67V,"""Typical plastic pocket folders are ok, but this meets my needs better for course work, as well as for organizations that I belong to (where I have info forms and other paperwork that I need to occasionally refer to).  

This is great for keeping papers organized that you need to go back to for info, and its also sturdier than most flimsy plastic or cardboard folders, as well.","{'feature': 'organization of project-folders', 'actual_sentence_extracted': 'This is great for keeping papers organized that you need to go back to for info, and its also sturdier than most flimsy plastic or cardboard folders, as well.', 'rephrased_it(without experience & observation)': 'The user mentioned that this product is great for keeping papers organized that you need to go back to for information, and it is sturdier than most flimsy plastic or cardboard folders.', 'sentiment': 'positive'}",organization,"The user mentioned that this product is great for keeping papers organized that you need to go back to for information, and it is sturdier than most flimsy plastic or cardboard folders.",,This product is great for organizing papers that I need to refer back to and is sturdier than most flimsy folders.,490617,YES,This product is great for organizing papers that I need to refer back to and is sturdier than most flimsy folders.,30,400698,2024-06-05T09:47:28.457519Z,2024-06-05T09:47:28.457570Z,3.745,NO,different
489974c4-bc48-11ed-a7ba-930ee103a0a2,6,4,"{""feature"":""durability of project-folders"", ""actual_sentence_extracted"": ""The outer plastic cover and backing is sturdy enough for me to not worry about the contents getting bent"", ""rephrased_it(without experience & observation)"":""The reviewer mentioned that the outer plastic cover and backing is sturdy enough to keep the contents safe from bending."", ""sentiment"":""positive""}",5,0,2.023823261260986,https://amazon.com/dp/B08WPZY67V,"""This spiral portfolio is serving its purpose in helping me to have a convenient way to store some inkjet printed projects on glossy photo paper safely. The angled pockets are a good thickness that dont require as much precision as top loading pockets, and yet seem to be keeping all the various sizes, some quite small, safe and unbent."", The outer plastic cover and backing is sturdy enough for me to not worry about the contents getting bent, and the spiral binding is large and easy to access my stuff easily. A portion of my prints is exposed and not protected by the pocket, but since the preceding pocket page has only one pocket size, the back is smooth, which helps to protect the front of my papers., ""If including the inner front and back cover pockets, there are 10 pockets total (8 clear page pockets). I like that this isnt very flimsy, and I do feel comfortable using this to store my delicate art prints until I utilize them. Thanks for reading.""","{'feature': 'durability of project-folders', 'actual_sentence_extracted': 'The outer plastic cover and backing is sturdy enough for me to not worry about the contents getting bent', 'rephrased_it(without experience & observation)': 'The reviewer mentioned that the outer plastic cover and backing is sturdy enough to keep the contents safe from bending.', 'sentiment': 'positive'}",durability,The reviewer mentioned that the outer plastic cover and backing is sturdy enough to keep the contents safe from bending.,,The outer plastic cover and backing are sturdy enough to keep the contents safe from bending.,490616,YES,The outer plastic cover and backing are sturdy enough to keep the contents safe from bending.,30,400699,2024-06-05T09:47:36.024329Z,2024-06-05T09:47:36.024381Z,4.691,YES,same
489974c4-bc48-11ed-a7ba-930ee103a0a2,0,5,"{""feature"":""durability of project-folders"", ""actual_sentence_extracted"":""I know I can use it and not worry about losing anything."", ""rephrased_it(without experience & observation)"":""The user mentioned that he is confident that he can use it without worrying about losing anything."", ""sentiment"":""positive""}",4,0,1.667153596878052,https://amazon.com/dp/B08WPZY67V,"I got this to hold some important documents for safe keeping.

I love how the edges are really strong.

I know I can use it and not worry about losing anything.

They are clear and I am able to see everything inside., ""The outside cover is very sturdy so I know I dont have to worry about anything getting bent.

The 8 pockets open at the top, which is added security.

"", It is very professional looking, so I can use it for work or school.

Definitely worth the price and it shipped really fast.","{'feature': 'durability of project-folders', 'actual_sentence_extracted': 'I know I can use it and not worry about losing anything.', 'rephrased_it(without experience & observation)': 'The user mentioned that he is confident that he can use it without worrying about losing anything.', 'sentiment': 'positive'}",durability,The user mentioned that he is confident that he can use it without worrying about losing anything.,,I am confident that I can use it without worrying about losing anything.,490615,NO,I am confident that I can use it without worrying about losing anything.,30,400700,2024-06-05T09:47:42.625432Z,2024-06-05T09:47:42.625484Z,3.939,YES,different
489974c4-bc48-11ed-a7ba-930ee103a0a2,0,5,"{""feature"":""durability of project-folders"", ""actual_sentence_extracted"":""The interior pockets are thicker than similar folders Ive tried and look like they will be more durable as a result with less creasing."", ""rephrased_it(without experience & observation)"":""The user mentioned that the interior pockets are thicker than similar folders he has tried and it looks like it will be more durable as a result with less creasing."", ""sentiment"":""positive""}",1,0,2.231802225112915,https://amazon.com/dp/B08WPZY67V,"""The interior pockets are thicker than similar folders Ive tried and look like they will be more durable as a result with less creasing.

The overall notebook is well constructed.

The materials are all good quality.

The pocket design helps keep papers secure but still easier to take in and out than standard sheet protectors.

Overall a good product that lives up the Oxford brand name.""","{'feature': 'durability of project-folders', 'actual_sentence_extracted': 'The interior pockets are thicker than similar folders Ive tried and look like they will be more durable as a result with less creasing.', 'rephrased_it(without experience & observation)': 'The user mentioned that the interior pockets are thicker than similar folders he has tried and it looks like it will be more durable as a result with less creasing.', 'sentiment': 'positive'}",durability,The user mentioned that the interior pockets are thicker than similar folders he has tried and it looks like it will be more durable as a result with less creasing.,,"The interior pockets are thicker than similar folders I've tried, making it more durable with less creasing.",490614,YES,"The interior pockets are thicker than similar folders I've tried, making it more durable with less creasing.",30,400701,2024-06-05T09:47:51.225373Z,2024-06-05T09:47:51.225439Z,6.508,YES,same
