Pid,is_helpful,rating,Actual Response,Review Number,Cost per review,Time Taken,amazon_page,Review text,Rephrased Snippets,aspect,QA_Content,Accept,Processed_QA_Content,id,accept_choice1,accept1,annotator,annotation_id,created_at,updated_at,lead_time,Model_choice
03d902ba-bc5f-11ee-92e6-6d304ea26a0e,2,5,"""{'feature': 'grip comfort of billiard-cue-sticks', 'actual_sentence_extracted': 'I do wish I had purchased a bit heavier weight, but I thought that being a woman I would need a lighter cue.', 'rephrased_it(without experience & observation)': 'The user mentioned that she wishes she had purchased a heavier weight stick, but she thought that being a woman she would need a lighter cue.', 'sentiment': 'neutral'}""",5,0,2.289172410964966,https://amazon.com/dp/B08LNYGC43,"I just started playing pool and my husband said I should get my own stick as the ones in the local pool hall are sometimes “challenging”.

Since I’m new to this I didn’t want to buy a stick that cost too much until I knew how this endeavor would progress.

After playing several times, I can say I’m delighted with this stick.

I do wish I had purchased a bit heavier weight, but I thought that being a woman I would need a lighter cue.","{'feature': 'grip comfort of billiard-cue-sticks', 'actual_sentence_extracted': 'I do wish I had purchased a bit heavier weight, but I thought that being a woman I would need a lighter cue.', 'rephrased_it(without experience & observation)': 'The user mentioned that she wishes she had purchased a heavier weight stick, but she thought that being a woman she would need a lighter cue.', 'sentiment': 'neutral'}",grip comfort,"The user mentioned that she wishes she had purchased a heavier weight stick, but she thought that being a woman she would need a lighter cue.",,"I wish I had purchased a heavier weight stick, but I thought being a woman I would need a lighter cue.",459024,YES,"I wish I had purchased a heavier weight stick, but I thought being a woman I would need a lighter cue.",38,372230,2024-05-27T07:05:15.148402Z,2024-05-27T07:05:15.148455Z,2.606,NO
03d902ba-bc5f-11ee-92e6-6d304ea26a0e,5,5,"""{'feature': 'grip comfort of billiard-cue-sticks', 'actual_sentence_extracted': 'In any case, if you like to tryout a non-wood stick for yourself, this is a budget friendly and good option.', 'rephrased_it(without experience & observation)': 'The user suggested this pool que as a good option for those who want to try out a non-wood stick.', 'sentiment': 'positive'}""",4,0,2.223060131072998,https://amazon.com/dp/B08LNYGC43,"Have been using this pool que for a couple of weeks now and I am very happy with it.

It looks great, the surface is nice, mine is dead straight, and the tip is good.

Whether you like to play with a glas fiber stick or not, is a matter of taste.

It has a ""non-solid"" feel to it compared to my other wood ques.

In any case, if you like to tryout a non-wood stick for yourself, this is a budget friendly and good option.","{'feature': 'grip comfort of billiard-cue-sticks', 'actual_sentence_extracted': 'In any case, if you like to tryout a non-wood stick for yourself, this is a budget friendly and good option.', 'rephrased_it(without experience & observation)': 'The user suggested this pool que as a good option for those who want to try out a non-wood stick.', 'sentiment': 'positive'}",grip comfort,The user suggested this pool que as a good option for those who want to try out a non-wood stick.,,I suggest this pool cue as a good option for those who want to try out a non-wood stick.,459023,NO,I suggest this pool cue as a good option for those who want to try out a non-wood stick.,38,372229,2024-05-27T07:05:11.156898Z,2024-05-27T07:05:11.156949Z,2.307,NO
03d902ba-bc5f-11ee-92e6-6d304ea26a0e,2,4,"""{'feature': 'grip comfort of billiard-cue-sticks', 'actual_sentence_extracted': 'It is straight; feels good in the hands; looks cool; weight is not adjustable as far as i can tell, but i wasnt expecting it to be; tip is hard and buying and installing soft tip will be a pain in the ass.', 'rephrased_it(without experience & observation)': 'The user mentioned that the cue stick feels good in the hands and is straight. However, the tip is hard and buying and installing soft tip will be a pain in the ass.', 'sentiment': 'negative'}""",1,0,2.979801177978516,https://amazon.com/dp/B08LNYGC43,"""It is straight; feels good in the hands; looks cool; weight is not adjustable as far as i can tell, but i wasnt expecting it to be; tip is hard and buying and installing soft tip will be a pain in the ass."",  as the picture shows, this is not carbon fiber.

Other people noticed this for varias reasons and commented on it, but i didnt care either way so i ordered it even though its falsly advertised.","{'feature': 'grip comfort of billiard-cue-sticks', 'actual_sentence_extracted': 'It is straight; feels good in the hands; looks cool; weight is not adjustable as far as i can tell, but i wasnt expecting it to be; tip is hard and buying and installing soft tip will be a pain in the ass.', 'rephrased_it(without experience & observation)': 'The user mentioned that the cue stick feels good in the hands and is straight. However, the tip is hard and buying and installing soft tip will be a pain in the ass.', 'sentiment': 'negative'}",grip comfort,"The user mentioned that the cue stick feels good in the hands and is straight. However, the tip is hard and buying and installing soft tip will be a pain in the ass.",,"The cue stick feels good in my hands and is straight. However, the tip is hard and buying and installing a soft tip will be a pain.",459021,YES,"The cue stick feels good in my hands and is straight. However, the tip is hard and buying and installing a soft tip will be a pain.",38,372225,2024-05-27T07:04:58.319364Z,2024-05-27T07:04:58.319414Z,2.333,OTHER
03d902ba-bc5f-11ee-92e6-6d304ea26a0e,2,4,"""{'feature': 'finish durability of billiard-cue-sticks', 'actual_sentence_extracted': 'tip is hard and buying and installing soft tip will be a pain in the ass', 'rephrased_it(without experience & observation)': 'The user mentioned that the tip of the billiard-cue-stick is hard and it will be difficult to buy and install a soft tip.', 'sentiment': 'negative'}""",7,0,2.096540212631226,https://amazon.com/dp/B08LNYGC43,"""It is straight; feels good in the hands; looks cool; weight is not adjustable as far as i can tell, but i wasnt expecting it to be; tip is hard and buying and installing soft tip will be a pain in the ass."",  as the picture shows, this is not carbon fiber.

Other people noticed this for varias reasons and commented on it, but i didnt care either way so i ordered it even though its falsly advertised.","{'feature': 'finish durability of billiard-cue-sticks', 'actual_sentence_extracted': 'tip is hard and buying and installing soft tip will be a pain in the ass', 'rephrased_it(without experience & observation)': 'The user mentioned that the tip of the billiard-cue-stick is hard and it will be difficult to buy and install a soft tip.', 'sentiment': 'negative'}",finish durability,The user mentioned that the tip of the billiard-cue-stick is hard and it will be difficult to buy and install a soft tip.,,It will be difficult for me to buy and install a soft tip for my billiard-cue-stick as the tip is hard.,459020,NO,It will be difficult for me to buy and install a soft tip for my billiard-cue-stick as the tip is hard.,38,372224,2024-05-27T07:04:54.695939Z,2024-05-27T07:04:54.695985Z,2.321,OTHER
03d902ba-bc5f-11ee-92e6-6d304ea26a0e,5,5,"""{'feature': 'finish durability of billiard-cue-sticks', 'actual_sentence_extracted': 'It looks great, the surface is nice, mine is dead straight, and the tip is good.', 'rephrased_it(without experience & observation)': 'The user mentioned that the cue stick looks great and the surface is nice. He also mentioned that the tip is good and the cue is dead straight.', 'sentiment': 'positive'}""",6,0,2.20153284072876,https://amazon.com/dp/B08LNYGC43,"Have been using this pool que for a couple of weeks now and I am very happy with it.

It looks great, the surface is nice, mine is dead straight, and the tip is good.

Whether you like to play with a glas fiber stick or not, is a matter of taste.

It has a ""non-solid"" feel to it compared to my other wood ques.

In any case, if you like to tryout a non-wood stick for yourself, this is a budget friendly and good option.","{'feature': 'finish durability of billiard-cue-sticks', 'actual_sentence_extracted': 'It looks great, the surface is nice, mine is dead straight, and the tip is good.', 'rephrased_it(without experience & observation)': 'The user mentioned that the cue stick looks great and the surface is nice. He also mentioned that the tip is good and the cue is dead straight.', 'sentiment': 'positive'}",finish durability,The user mentioned that the cue stick looks great and the surface is nice. He also mentioned that the tip is good and the cue is dead straight.,,The cue stick looks great with a nice surface. The tip is good and it's dead straight.,459019,NO,The cue stick looks great with a nice surface. The tip is good and it's dead straight.,38,372220,2024-05-27T07:04:37.933841Z,2024-05-27T07:04:37.933889Z,2.501,NO
03d902ba-bc5f-11ee-92e6-6d304ea26a0e,3,2,"""{'feature': 'finish durability of billiard-cue-sticks', 'actual_sentence_extracted': 'Each time I hit the cue the stick flexes and bounces too much.', 'rephrased_it(without experience & observation)': 'The user mentioned that the stick flexes and bounces too much each time he hits the cue.', 'sentiment': 'negative'}""",4,0,1.88737678527832,https://amazon.com/dp/B08LNYGC43,"I was very disappointed when I used it the first time.

I knew it was a composite stick, no biggie.

Was very impressed when I unboxed and put it together - great feel, nice texture, excellent weight.

Used it last night.

Took 3 shots and had to put it down and use a bar stick.

Each time I hit the cue the stick flexes and bounces too much.

Some folks are ok with it, I read reviews before I bought it, but I cant.","{'feature': 'finish durability of billiard-cue-sticks', 'actual_sentence_extracted': 'Each time I hit the cue the stick flexes and bounces too much.', 'rephrased_it(without experience & observation)': 'The user mentioned that the stick flexes and bounces too much each time he hits the cue.', 'sentiment': 'negative'}",finish durability,The user mentioned that the stick flexes and bounces too much each time he hits the cue.,,"Each time I hit the cue, the stick flexes and bounces too much.",459017,NO,"Each time I hit the cue, the stick flexes and bounces too much.",38,372213,2024-05-27T07:04:10.190137Z,2024-05-27T07:04:10.190187Z,2.647,OTHER
03d902ba-bc5f-11ee-92e6-6d304ea26a0e,0,5,"""{'feature': 'finish durability of billiard-cue-sticks', 'actual_sentence_extracted': 'i think the graphic are simple but overall very presentable , granted its not maple wood for 400+ but it gets the job done.', 'rephrased_it(without experience & observation)': 'The user mentioned that the graphic are simple but overall very presentable and it gets the job done even though it is not made of maple wood.', 'sentiment': 'positive'}""",3,0,2.381101131439209,https://amazon.com/dp/B08LNYGC43,"it does come with 13mm tip so not so much curve but a cutting tool can fix this if needed.

i think the graphic are simple but overall very presentable , granted its not maple wood for 400+

but it gets the job done.one thing of note buy a bag at the same time if you dont own one.

you will thank me later.""","{'feature': 'finish durability of billiard-cue-sticks', 'actual_sentence_extracted': 'i think the graphic are simple but overall very presentable , granted its not maple wood for 400+ but it gets the job done.', 'rephrased_it(without experience & observation)': 'The user mentioned that the graphic are simple but overall very presentable and it gets the job done even though it is not made of maple wood.', 'sentiment': 'positive'}",finish durability,The user mentioned that the graphic are simple but overall very presentable and it gets the job done even though it is not made of maple wood.,,"The graphics are simple but presentable and get the job done, even though it's not made of maple wood.",459016,NO,"The graphics are simple but presentable and get the job done, even though it's not made of maple wood.",38,372211,2024-05-27T07:04:06.164473Z,2024-05-27T07:04:06.164524Z,6.653,NO
03d902ba-bc5f-11ee-92e6-6d304ea26a0e,0,5,"""{'feature': 'finish durability of billiard-cue-sticks', 'actual_sentence_extracted': 'It’s 22oz all black satin finish.', 'rephrased_it(without experience & observation)': 'The user mentioned that the cue stick has a satin finish and is 22oz all black.', 'sentiment': 'positive'}""",2,0,1.738368511199951,https://amazon.com/dp/B08LNYGC43,"Video Player is loading., Play Video, Play, Mute, Current Time'xa0, 0:00, /, Duration'xa0, 0:00, Loaded, : , 0%, Stream Type'xa0, Seek to live, currently behind live, LIVE, Remaining Time'xa0, -, 0:00, Playback Rate, Chapters, Descriptions, descriptions off, , selected, Captions, Captions off, , selected, Audio Track, Fullscreen, 'xa0This is my first composite pool cue.

It’s 22oz all black satin finish.

Straight as an arrow","{'feature': 'finish durability of billiard-cue-sticks', 'actual_sentence_extracted': 'It’s 22oz all black satin finish.', 'rephrased_it(without experience & observation)': 'The user mentioned that the cue stick has a satin finish and is 22oz all black.', 'sentiment': 'positive'}",finish durability,The user mentioned that the cue stick has a satin finish and is 22oz all black.,,I have a cue stick that is 22oz all black with a satin finish.,459015,NO,I have a cue stick that is 22oz all black with a satin finish.,38,372209,2024-05-27T07:03:58.133689Z,2024-05-27T07:03:58.133740Z,2.104,OTHER
03d902ba-bc5f-11ee-92e6-6d304ea26a0e,3,2,"""{'feature': 'cue tip hardness of billiard-cue-sticks', 'actual_sentence_extracted': 'Each time I hit the cue the stick flexes and bounces too much.', 'rephrased_it(without experience & observation)': 'The user mentioned that the cue stick flexes and bounces too much each time he hits the cue.', 'sentiment': 'negative'}""",6,0,1.929848432540894,https://amazon.com/dp/B08LNYGC43,"I was very disappointed when I used it the first time.

I knew it was a composite stick, no biggie.

Was very impressed when I unboxed and put it together - great feel, nice texture, excellent weight.

Used it last night.

Took 3 shots and had to put it down and use a bar stick.

Each time I hit the cue the stick flexes and bounces too much.

Some folks are ok with it, I read reviews before I bought it, but I cant.","{'feature': 'cue tip hardness of billiard-cue-sticks', 'actual_sentence_extracted': 'Each time I hit the cue the stick flexes and bounces too much.', 'rephrased_it(without experience & observation)': 'The user mentioned that the cue stick flexes and bounces too much each time he hits the cue.', 'sentiment': 'negative'}",cue tip hardness,The user mentioned that the cue stick flexes and bounces too much each time he hits the cue.,,"Each time I hit the cue, it flexes and bounces too much.",459014,NO,"Each time I hit the cue, it flexes and bounces too much.",38,372207,2024-05-27T07:03:54.403797Z,2024-05-27T07:03:54.403864Z,2.427,YES
03d902ba-bc5f-11ee-92e6-6d304ea26a0e,2,4,"""{'feature': 'cue tip hardness of billiard-cue-sticks', 'actual_sentence_extracted': 'tip is hard and buying and installing soft tip will be a pain in the ass', 'rephrased_it(without experience & observation)': 'The user mentioned that the tip is hard and it will be a hassle to buy and install a soft tip.', 'sentiment': 'negative'}""",5,0,1.973877191543579,https://amazon.com/dp/B08LNYGC43,"""It is straight; feels good in the hands; looks cool; weight is not adjustable as far as i can tell, but i wasnt expecting it to be; tip is hard and buying and installing soft tip will be a pain in the ass."",  as the picture shows, this is not carbon fiber.

Other people noticed this for varias reasons and commented on it, but i didnt care either way so i ordered it even though its falsly advertised.","{'feature': 'cue tip hardness of billiard-cue-sticks', 'actual_sentence_extracted': 'tip is hard and buying and installing soft tip will be a pain in the ass', 'rephrased_it(without experience & observation)': 'The user mentioned that the tip is hard and it will be a hassle to buy and install a soft tip.', 'sentiment': 'negative'}",cue tip hardness,The user mentioned that the tip is hard and it will be a hassle to buy and install a soft tip.,,I find the tip hard and buying and installing a soft tip will be a hassle.,459013,YES,I find the tip hard and buying and installing a soft tip will be a hassle.,38,372206,2024-05-27T07:03:49.551503Z,2024-05-27T07:03:49.551557Z,3.005,YES
03d902ba-bc5f-11ee-92e6-6d304ea26a0e,0,5,"""{'feature': 'cue tip hardness of billiard-cue-sticks', 'actual_sentence_extracted': 'its like cuetecs butt thats fiber glass over wood, but matte graphite instead for butt (thats what composite means)', 'rephrased_it(without experience & observation)': 'The user compared the cue stick with cuetec butt, mentioning that it is made of fiber glass over wood, but matte graphite instead for butt. This indicates that the user has knowledge about cue tip hardness and has compared it with other cue sticks.', 'sentiment': 'positive'}""",4,0,2.748417377471924,https://amazon.com/dp/B08LNYGC43,"""it came fast (less than a week) & well packaged. It rolls straight. Im not one of the idiots that break too hard using too much english that can warp a stick. After scruffing the tip (which is what you should do when you get a new stick). I shot with it & its already one of my favorite sticks when I already own 12 (1 cuetec, 2 mcdermotts, 2 players, 2 vectors, 1 lucasi rage, 1 viking valhalla, 1 griffin, 1 boriz, & 1 meucci). its like cuetecs butt thats fiber glass over wood, but matte graphite instead for butt (thats what composite means).""","{'feature': 'cue tip hardness of billiard-cue-sticks', 'actual_sentence_extracted': 'its like cuetecs butt thats fiber glass over wood, but matte graphite instead for butt (thats what composite means)', 'rephrased_it(without experience & observation)': 'The user compared the cue stick with cuetec butt, mentioning that it is made of fiber glass over wood, but matte graphite instead for butt. This indicates that the user has knowledge about cue tip hardness and has compared it with other cue sticks.', 'sentiment': 'positive'}",cue tip hardness,"The user compared the cue stick with cuetec butt, mentioning that it is made of fiber glass over wood, but matte graphite instead for butt. This indicates that the user has knowledge about cue tip hardness and has compared it with other cue sticks.",,"I compared the cue stick with cuetec butt, noting that it is made of fiber glass over wood, but matte graphite instead for butt. This shows my knowledge about cue tip hardness and comparison with other cue sticks.",459012,YES,"I compared the cue stick with cuetec butt, noting that it is made of fiber glass over wood, but matte graphite instead for butt. This shows my knowledge about cue tip hardness and comparison with other cue sticks.",38,372203,2024-05-27T07:03:45.202490Z,2024-05-27T07:03:45.202541Z,3.502,YES
03d902ba-bc5f-11ee-92e6-6d304ea26a0e,0,5,"""{'feature': 'cue tip hardness of billiard-cue-sticks', 'actual_sentence_extracted': 'it does come with 13mm tip so not so much curve but a cutting tool can fix this if needed.', 'rephrased_it(without experience & observation)': 'The user mentioned that the cue stick comes with a 13mm tip, which is not much curved and can be fixed with a cutting tool.', 'sentiment': 'neutral'}""",3,0,2.258797883987427,https://amazon.com/dp/B08LNYGC43,"""believe me,  I am a person who will tell the truth and the truth is i feel that this cue stick was very fairly priced and really decently made.

I played approximately 15-20 games and the stick is straight as when  it arrived at home.

it does come with 13mm tip so not so much curve but a cutting tool can fix this if needed.

i think the graphic are simple but overall very presentable , granted its not maple wood for 400+","{'feature': 'cue tip hardness of billiard-cue-sticks', 'actual_sentence_extracted': 'it does come with 13mm tip so not so much curve but a cutting tool can fix this if needed.', 'rephrased_it(without experience & observation)': 'The user mentioned that the cue stick comes with a 13mm tip, which is not much curved and can be fixed with a cutting tool.', 'sentiment': 'neutral'}",cue tip hardness,"The user mentioned that the cue stick comes with a 13mm tip, which is not much curved and can be fixed with a cutting tool.",,The cue stick has a 13mm tip that can be fixed with a cutting tool.,459011,NO,The cue stick has a 13mm tip that can be fixed with a cutting tool.,38,372201,2024-05-27T07:03:40.380975Z,2024-05-27T07:03:40.381027Z,2.031,YES
03d902ba-bc5f-11ee-92e6-6d304ea26a0e,3,5,"""{'feature': 'cue tip hardness of billiard-cue-sticks', 'actual_sentence_extracted': 'Dont forget, all new cue sticks will need the tip shaped....of you dont, youll be disappointed when shooting with english.', 'rephrased_it(without experience & observation)': 'The user mentioned that the tip of the cue stick needs to be shaped otherwise it will be disappointing while shooting with english.', 'sentiment': 'negative'}""",2,0,2.233287811279297,https://amazon.com/dp/B08LNYGC43,"""I used this cue for the first time last night.

Never was I worried that a hit wasnt solid.

Good reaction from cue ball.

Able to get good draw.

Dont forget, all new cue sticks will need the tip shaped....of you dont, youll be disappointed when shooting with english.

Overall great purchase; would definitely recommend.

I may buy another!!!!""","{'feature': 'cue tip hardness of billiard-cue-sticks', 'actual_sentence_extracted': 'Dont forget, all new cue sticks will need the tip shaped....of you dont, youll be disappointed when shooting with english.', 'rephrased_it(without experience & observation)': 'The user mentioned that the tip of the cue stick needs to be shaped otherwise it will be disappointing while shooting with english.', 'sentiment': 'negative'}",cue tip hardness,The user mentioned that the tip of the cue stick needs to be shaped otherwise it will be disappointing while shooting with english.,,I need to shape the tip of my cue stick to avoid disappointment while shooting with english.,459010,YES,I need to shape the tip of my cue stick to avoid disappointment while shooting with english.,38,372198,2024-05-27T07:03:36.827589Z,2024-05-27T07:03:36.827654Z,2.345,YES
3ad0d976-8cba-11ed-a7ba-930ee103a0a2,0,2,"""{'feature': 'weight distribution of billiard-cue-sticks', 'actual_sentence_extracted': 'The weight is definitely there.', 'rephrased_it(without experience & observation)': 'The user mentioned that the weight of the cue stick is definitely there.', 'sentiment': 'positive'}""",6,0,1.544661998748779,https://amazon.com/dp/B00EAIF6SY,"It feels like the tip is broken since the very first shot.

I see no cracks.

I have handed off to other folks in my league, and they have the same experience.

It even sounds broken.

Nobody has gotten a good strike with this stick.

Considering the positive reviews, I have to believe I received a defective cue.

The weight is definitely there.

, Unfortunately, I am beyond the return period.

Oh well.

I hope you have better luck with this than I have.","{'feature': 'weight distribution of billiard-cue-sticks', 'actual_sentence_extracted': 'The weight is definitely there.', 'rephrased_it(without experience & observation)': 'The user mentioned that the weight of the cue stick is definitely there.', 'sentiment': 'positive'}",weight distribution,The user mentioned that the weight of the cue stick is definitely there.,,The weight of the cue stick is definitely there.,459009,NO,The weight of the cue stick is definitely there.,38,372197,2024-05-27T07:03:33.067445Z,2024-05-27T07:03:33.067496Z,2.294,YES
3ad0d976-8cba-11ed-a7ba-930ee103a0a2,0,5,"""{'feature': 'weight distribution of billiard-cue-sticks', 'actual_sentence_extracted': 'The force generated from its 25 ounce weight is considerable.', 'rephrased_it(without experience & observation)': 'The user mentioned that the cue stick has a 25 ounce weight and it generates considerable force.', 'sentiment': 'positive'}""",5,0,1.861566781997681,https://amazon.com/dp/B00EAIF6SY,"""For the $120 price this cue stick is a real steal.  

The force generated from its 25 ounce weight is considerable.  

Its shaft is very staight, ultra-smooth and somewhat thick; and it comes with a 14mm wide hard phenolic resin tip which helps transfer energy at impact.  

The cue sticks butt is painted a nicely done black lacquer finish and it also screws in half.  

Yes, the stick is in 3 pieces, and is put together with two 5/16 quick-release screws.

Nice!","{'feature': 'weight distribution of billiard-cue-sticks', 'actual_sentence_extracted': 'The force generated from its 25 ounce weight is considerable.', 'rephrased_it(without experience & observation)': 'The user mentioned that the cue stick has a 25 ounce weight and it generates considerable force.', 'sentiment': 'positive'}",weight distribution,The user mentioned that the cue stick has a 25 ounce weight and it generates considerable force.,,I use a cue stick that generates considerable force with its 25 ounce weight.,459008,NO,I use a cue stick that generates considerable force with its 25 ounce weight.,38,372196,2024-05-27T07:03:29.569049Z,2024-05-27T07:03:29.569094Z,2.058,YES
3ad0d976-8cba-11ed-a7ba-930ee103a0a2,0,5,"""{'feature': 'weight distribution of billiard-cue-sticks', 'actual_sentence_extracted': 'With this extra weight, i have been pocketing more balls on the break than using house cues.', 'rephrased_it(without experience & observation)': 'The user mentioned that the extra weight of the billiard-cue-stick helped him to pocket more balls on the break than using house cues.', 'sentiment': 'positive'}""",4,0,2.262779951095581,https://amazon.com/dp/B00EAIF6SY,"""I bought this due to a friend recommendation. Plays relatively well, no trouble assembling and storing in my stick bag. With this extra weight, i have been pocketing more balls on the break than using house cues. While its a hybrid, i havent used the jump option (skill difference to be honest). I did notice a rattle in the base after a couple uses where most of the weight is. I called customer support, despise the description, the weight is changeable, if yours rattles at the base, pop off the rubber stopper and tighten the weight bolt inside the cue using a hex wrench (or allen wrench). If it still doesnt go away CALL SUPPORT, THEY HELP. Definitely recommended for your 1st break cue.""","{'feature': 'weight distribution of billiard-cue-sticks', 'actual_sentence_extracted': 'With this extra weight, i have been pocketing more balls on the break than using house cues.', 'rephrased_it(without experience & observation)': 'The user mentioned that the extra weight of the billiard-cue-stick helped him to pocket more balls on the break than using house cues.', 'sentiment': 'positive'}",weight distribution,The user mentioned that the extra weight of the billiard-cue-stick helped him to pocket more balls on the break than using house cues.,,Using the billiard-cue-stick's extra weight helped me pocket more balls on the break than using house cues.,459007,YES,Using the billiard-cue-stick's extra weight helped me pocket more balls on the break than using house cues.,38,372195,2024-05-27T07:03:25.944864Z,2024-05-27T07:03:25.944917Z,2.146,YES
3ad0d976-8cba-11ed-a7ba-930ee103a0a2,5,5,"""{'feature': 'weight distribution of billiard-cue-sticks', 'actual_sentence_extracted': 'It was just loose enough to cause a vibration when striking the butt against the floor.', 'rephrased_it(without experience & observation)': 'The user mentioned that the weight bolt at the bottom of the cue was loose enough to cause a vibration when striking the butt against the floor.', 'sentiment': 'negative'}""",3,0,2.075833320617676,https://amazon.com/dp/B00EAIF6SY,"When this cue worked properly, it was great.

25oz delivers a fantastic hit, till it doesn’t.

I have two Viking cues that are each 45 years old and are still in great shape.

I guess you get what you pay for., Revised 5/2/2023, I talked with Steve at Progear and at his direction I checked the weight bolt at the bottom of the cue.

It was just loose enough to cause a vibration when striking the butt against the floor.

I tightened the bolt and eliminated the vibration.","{'feature': 'weight distribution of billiard-cue-sticks', 'actual_sentence_extracted': 'It was just loose enough to cause a vibration when striking the butt against the floor.', 'rephrased_it(without experience & observation)': 'The user mentioned that the weight bolt at the bottom of the cue was loose enough to cause a vibration when striking the butt against the floor.', 'sentiment': 'negative'}",weight distribution,The user mentioned that the weight bolt at the bottom of the cue was loose enough to cause a vibration when striking the butt against the floor.,,"I noticed that the weight bolt at the bottom of my cue is loose, causing a vibration when striking the butt against the floor.",459006,YES,"I noticed that the weight bolt at the bottom of my cue is loose, causing a vibration when striking the butt against the floor.",38,372193,2024-05-27T07:03:21.241684Z,2024-05-27T07:03:21.241735Z,2.242,YES
3ad0d976-8cba-11ed-a7ba-930ee103a0a2,0,5,"""{'feature': 'weight distribution of billiard-cue-sticks', 'actual_sentence_extracted': 'The cue feels well balanced in my hands, granted, I am six foot and 275 lbs.', 'rephrased_it(without experience & observation)': 'The user mentioned that the cue feels well balanced in his hands, despite him being 6 feet tall and 275 lbs.', 'sentiment': 'positive'}""",2,0,2.127482891082764,https://amazon.com/dp/B00EAIF6SY,"The cue came packaged very well, full padded tube inside a shipping box.  I inspected every inch if the butt and shaft and found zero defects.  The butt finish was perfect and lower joint meshed perfectly.  The shaft was straight as an arrow, super smooth, and the center joint  also meshed perfectly.  The cue feels well balanced in my hands, granted, I am six foot and 275 lbs.  I can generate as much speed with this cue as I can with my 19 oz Sledge Hammer, so the those crying about only endorsing a lighter cue need to bulk up and workout more.  This cue sound like a gun going off when square contact is made.  I had little to no issues making accurate hits on the cue ball.  I hit top, center, and bottom, as well as second ball side breaks with a touch of inside english from both sides.  Eight ball flew out the center of the rack towards the side pocket just about every time, making it 3 out of 10 times.  Center ball hits on the head ball scattered the table, making at least one on every break.  I loved the smooth feel of this cue and want to order another for myself.  I actually ordered this for a team mate that did not have a break cue.  Oh, and he loves it too!!","{'feature': 'weight distribution of billiard-cue-sticks', 'actual_sentence_extracted': 'The cue feels well balanced in my hands, granted, I am six foot and 275 lbs.', 'rephrased_it(without experience & observation)': 'The user mentioned that the cue feels well balanced in his hands, despite him being 6 feet tall and 275 lbs.', 'sentiment': 'positive'}",weight distribution,"The user mentioned that the cue feels well balanced in his hands, despite him being 6 feet tall and 275 lbs.",,"Despite my height and weight, the cue feels well balanced in my hands.",459005,NO,"Despite my height and weight, the cue feels well balanced in my hands.",38,372192,2024-05-27T07:03:17.279650Z,2024-05-27T07:03:17.279699Z,2.908,YES
3ad0d976-8cba-11ed-a7ba-930ee103a0a2,2,5,"""{'feature': 'weight distribution of billiard-cue-sticks', 'actual_sentence_extracted': 'Weight distribution is great and 14mm tip expands sweet hit.', 'rephrased_it(without experience & observation)': 'The user mentioned that the weight distribution is great and the 14mm tip expands sweet hit.', 'sentiment': 'positive'}""",1,0,1.795853853225708,https://amazon.com/dp/B00EAIF6SY,"""Ive only used minimally so far, but very satisfied with purchase.

Weight distribution is great and 14mm tip expands sweet hit.

Technique will expand results but initially it hits hard and with accuracy.

Ive also had several teammates break with it and raved about feel and results.

Joints are quick release I believe and seem well made (wish I could find protectors for them).

I consider pricing very reasonable for the results I know will happen.","{'feature': 'weight distribution of billiard-cue-sticks', 'actual_sentence_extracted': 'Weight distribution is great and 14mm tip expands sweet hit.', 'rephrased_it(without experience & observation)': 'The user mentioned that the weight distribution is great and the 14mm tip expands sweet hit.', 'sentiment': 'positive'}",weight distribution,The user mentioned that the weight distribution is great and the 14mm tip expands sweet hit.,,The weight distribution is great and I love how the 14mm tip expands for a sweet hit.,459004,NO,The weight distribution is great and I love how the 14mm tip expands for a sweet hit.,38,372190,2024-05-27T07:03:12.961942Z,2024-05-27T07:03:12.961995Z,2.461,YES
3ad0d976-8cba-11ed-a7ba-930ee103a0a2,4,4,"""{'feature': 'grip comfort of billiard-cue-sticks', 'actual_sentence_extracted': 'One thing is that the paint is not that durable, I didn’t hit it hard on a table and a piece of paint on it chipped off.', 'rephrased_it(without experience & observation)': 'The user mentioned that the paint is not durable and a piece of paint chipped off even though he didn’t hit it hard on the table.', 'sentiment': 'negative'}""",5,0,2.426053524017334,https://amazon.com/dp/B00EAIF6SY,"Does what it is supposed to.

Breaks good, jump nice.

You can put backspin, stop and forward spin when jumping with it.

Overall great for the price.

One thing is that the paint is not that durable, I didn’t hit it hard on a table and a piece of paint on it chipped off.

It also does not come with joint protectors.

The packaging was not great, would recommend putting more padding in it.","{'feature': 'grip comfort of billiard-cue-sticks', 'actual_sentence_extracted': 'One thing is that the paint is not that durable, I didn’t hit it hard on a table and a piece of paint on it chipped off.', 'rephrased_it(without experience & observation)': 'The user mentioned that the paint is not durable and a piece of paint chipped off even though he didn’t hit it hard on the table.', 'sentiment': 'negative'}",grip comfort,The user mentioned that the paint is not durable and a piece of paint chipped off even though he didn’t hit it hard on the table.,,The paint is not durable as a piece chipped off even though I didn't hit it hard on the table.,459003,YES,The paint is not durable as a piece chipped off even though I didn't hit it hard on the table.,38,372189,2024-05-27T07:03:09.176230Z,2024-05-27T07:03:09.176281Z,2.166,OTHER
